@relation politeness

@attribute request string
@attribute numGratitude numeric
@attribute numDeference numeric
@attribute numGreeting numeric
@attribute inPosLexicon numeric
@attribute inNegLexicon numeric
@attribute numApologize numeric
@attribute pleaseCount numeric
@attribute pleaseStartCount numeric
@attribute numIndirect numeric
@attribute numDirectQuestion numeric
@attribute numDirectStart numeric
@attribute numCounterFactual numeric
@attribute numIndicative numeric
@attribute class {polite,impolite}

@data
'@DSchultz Tried adding the www (no luck). How do I URL encode it?',0,0,0,1,2,0,0,0,0,0,1,1,1,polite
'Im in Mac OSX so I guess its working as its supposed to. Is there a way to change this?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'Have you tried stepping through your program with a debugger?  Have you tried adding useful `cout` trace statements to investigate whats going on?',0,0,1,1,5,0,0,0,0,0,1,1,1,polite
'This happens for me too but only on my dev machine.  Did you ever find an explanation?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'can you add some details about your platform and which programming language? you mention CGImageCreate can you include a url?',0,0,2,0,1,0,0,0,0,0,1,1,0,polite
'It does seem a bit weird. You werent doing it on a secondary thread by any chance?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'@Mike: I would stick to what I have if this is better than what I am seeking. My thinking is if there was already an calculated number assigned I can use it because $(.chk:even) and $(.chk:odd) would be iterating through all rows twice correct?',0,0,2,3,4,0,0,0,0,0,1,1,1,polite
'With highlighting you mean selecting it or do you want to wrap it in e.g. a `span` tag?',0,0,2,0,1,0,0,0,0,0,1,1,1,polite
'Do you think your question has not been answered adequately yet? If so how can the answers be improved upon?',0,0,2,3,0,0,0,0,0,0,1,1,1,polite
'What is your photo Column defined as? can you provide the table create stmt?',0,0,1,2,0,0,0,0,0,1,0,1,1,polite
'How are you setting the label text? Can you paste the code snippet in the problem?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'@cvondrick in that case Id rather use binary insertion and sorting. My problem now is however how I can combine two dates to one number?',0,0,0,0,2,0,0,0,0,0,1,1,1,polite
'What have you tried so far? Do you have any pseudo-code that youve come up with on your own that others can comment on?',0,0,1,0,0,0,0,0,0,1,0,1,1,polite
'Maybe mine is a stupid question but... Are you running the program normally? or using the debug button?',0,0,1,0,3,0,0,0,0,0,1,1,1,polite
'How do you reference an image from CSS? Other than `background-image`?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'Is `A` a global variable?  What is x?',0,0,0,0,0,0,0,0,0,0,1,1,1,polite
'In addition to reformatting can you try to provide some more info? Where are you stuck whats going wrong?',0,0,1,1,2,0,0,0,0,0,1,1,1,polite
'It may be redundant in source but is it redundant in binary? Is it a good practice to always check code like this because although all statements depend on the ones before them (in program flow) the program flow may change from any number of sources?',0,0,1,2,6,0,0,0,0,0,1,1,1,polite
'What is your data? How is it stored/represented?',0,0,1,0,1,0,0,0,0,1,0,1,1,polite
'@Gnovice: I thought about that but wasnt sure.  I remember wondering the same thing a long time ago so I figured why not?',0,0,2,2,2,0,0,0,0,0,1,1,1,polite
'Is it an ordered list? Ie will the cells appear in the order of the indicies or no?',0,0,0,0,0,0,0,0,0,0,1,1,1,polite
'As I recall SoftIce was very sensitive about which version of Windows it was running on. Have you made sure the version you installed is compatible with whatever service pack you are running?',0,0,2,5,4,0,0,0,0,0,1,1,1,polite
'Is it acceptable to build an auxiliary data structure to guide the decision process?  Could that data structure have size O(n) of the original list?',0,0,0,0,1,0,0,0,0,0,1,1,1,polite
'Maybe you are using an extremely old version of jQuery or the script is built weirdly. Are you getting any error messages?',0,0,1,0,8,0,0,0,0,0,1,1,1,polite
'This doesnt fix your problem but why are you mixing C++ and C-style strings?  For a start youve engineered yourself a memory leak (where does the memory pointed to `buf` go?).',0,0,2,0,3,0,0,0,0,0,0,1,1,polite
'How are you closing the connection on the server? `close` or `shutdown`?',0,0,1,0,3,0,0,0,0,0,1,1,1,polite
'sounds like a permissioning issue on the linux box. have you tried chmod?',0,0,1,1,3,0,0,0,0,0,1,1,1,polite
'comp.graphics.algorithms FAQ questions 4.02 and 4.03. In what language are you looking for a library?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'Can you post this somewhere with a live URL?  I dont see a background image referenced in the CSS...?',0,0,2,0,0,0,0,0,0,0,1,1,0,polite
'So what is the final verdict?  What would be the best technology to use in my case?',0,0,0,1,0,0,0,0,0,0,1,1,1,polite
'What is the value of isAuthenticated() after the exception is thrown?  Is it possible that isAuthenticated() is then returning true meaning that continue simply causes the loop to exit?',0,0,0,1,1,0,0,0,0,1,0,1,1,polite
'Wheres your public key token for the assembly?  Are you adding these manually to your config file or through the IDE?',0,0,1,0,4,0,0,0,0,1,0,1,1,polite
'Does your project involve some graphical user interface? What do you want to code?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'Your file logic looks fine. Whats happening in the `<snip>` between opening and closing?',0,0,1,1,2,0,0,0,0,0,1,1,1,polite
'1. Need table definition data in the tables etc 2. What have you tried so far?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'Who is the author where do you cite it from? Maybe he is known?',0,0,1,0,0,0,0,0,0,1,0,1,1,polite
'Dijkstras algorithm finds the shortest path. Negating the weights would cause it to find the longest path but that wont work if the graph contains cycles right?',0,0,0,3,0,0,0,0,0,0,1,1,1,polite
'so far im not using css ill leave that to the very last! so i dont think is css issue  other guy who was working here did the same thing i am doing but he used api v2 im using api v3 could this be the cause?',0,0,1,1,3,0,0,0,0,0,1,1,1,polite
'This sounds a lot like a machine learning algorithm - youre trying to find some function of those five parameters that estimates the goodness of the stock.  Im no machine learning expert but perhaps someone else here is?',0,0,2,4,0,0,0,0,0,0,1,1,1,polite
'How are you calculating your total number of nodes?  Also your diagram shows an unbalanced tree may I assume this is what you intended?',0,0,2,1,1,0,0,0,0,0,1,1,1,polite
'The first example you give uses a relative url; the domain its being served from should make no difference because no domain is specified. Is each subdomain being mapped to a different site root?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'i get this as well is it only happening since you moved to a later version of xCode? is your configuration in Debug?',0,0,2,1,2,0,0,0,0,0,1,1,1,polite
'Im actually still stucked... Even if I specify a file to Vim in my program (using the backticks) it stills going to start in a subshell. Is there a way to start vim in the current user shell?',0,0,0,0,4,0,0,0,0,0,1,1,1,polite
'Its not clear to me how I can do this using the lex an the yacc. Can you be more specific?',0,0,2,1,1,0,0,0,0,0,1,1,1,polite
'how are the arrays of characters combined. Can you give a few example result strings or pseudocode?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'Is the `.linkQuantite` element a child of the `<tr>` element? Does it work when you do `$(this).parent(tr).attr(class));`?',0,0,2,1,0,0,0,0,0,0,1,1,1,polite
'Since youre also allowing nodes to be visited more than once then there are an infinite amount of paths: `4-2-1-2-1-2-1-2-1-2-1-2-5` (you can keep repeating `2-1-2-1-...`). Perhaps Im misinterpreting your question?',0,0,1,1,2,0,0,0,0,0,1,1,1,polite
'Since youre only trying to detect gnome vs kde is there a particular set of distros or configurations youre targeting? How general does the solution have to be?',0,0,2,0,1,0,0,0,0,0,1,1,1,polite
'Is it that the browser itself is taking a long time to load the page?  Or is the dev server process itself just taking an abnormally long time to load?',0,0,0,0,1,0,0,0,0,0,1,1,1,polite
'I think the question is ambigious too. Did you get given an example set of files/directories to work against?',0,0,2,4,2,0,0,0,0,0,1,1,1,polite
'Do you know how many pieces you have in total in rows and in columns? Were they rotated?',0,0,2,0,1,0,0,0,0,0,1,1,1,polite
'Confused. Could you give a short example with an uncompressed input and the compressed output your algorithm produces?',0,0,1,1,2,0,0,0,0,0,1,1,1,polite
'Is this for homework? What have you tried so far?',0,0,2,1,0,0,0,0,0,0,1,1,1,polite
'Are you wanting a single array when this algorithm finishes?  E.g. an array which stores all elements from `a` `b` and `c` in a sorted order?',0,0,2,0,1,0,0,0,0,0,1,1,1,polite
'IB can be a pain with UITableView sizing. Have you considered doing this programmatically initializing the tableView with a style and then setting the frame to a specified frame with CGRectMake(xywh)?',0,0,2,0,3,0,0,0,0,0,1,1,1,polite
'Consider these numbers to be the production count of a company over a period of 8 years ( 2000 to 2008 )  i.e Production Count(2000) = 1 Production Count(2001) = 2 .. Production Count(2008) = 60; So the goal here is to find the time period which saw the highest increase in the production percentage That could be from 2000 to 2001 or 2001 to 2003 or even 2000 to 2003! Do you need further clarifications?',0,0,2,1,3,0,0,0,0,0,1,1,1,polite
'For those times when the understanding gained comes to use.Since this question came up - do we have figures on which is faster and by *how much* ?',0,0,1,4,3,0,0,0,0,0,1,1,1,polite
'Do the strings have the same lenght? Would padding all to the length of the longest one be a problem?',0,0,0,0,3,0,0,0,0,0,1,1,1,polite
'Hi i asked a related question about just how many pixels android can draw and keep screen refresh speeds up. Just how many pixles are you drawing on each screeen and how fps are you getting ?',0,0,2,5,0,0,0,0,0,0,1,1,1,polite
'Windows Python 2.6 Cython 0.14 Gcc 4.5.1. Could you post your 2d code?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'What about the size of the submatrix? Can it be anything?',0,0,1,0,0,0,0,0,0,1,0,1,1,polite
'Check if the text simply contains some Chinese characters (with other non-Chinese characters)? or is comprised entirely of Chinese characters?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'How would look your formula like after removing one two or all connectives? Could you give an example?',0,0,1,2,0,0,0,0,0,0,1,1,1,polite
'Perhaps something else is receiving the request before your option page? AKA the background page?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'Since no third-party app knows about any other what possible touch-up of reverse are you doing?  Is this something thats better done with a TemplateContext?',0,0,2,1,1,0,0,0,0,0,1,1,1,polite
'And which part of that are you have trouble with exactly? Can you post the code in question?',0,0,2,0,1,0,0,0,0,0,1,1,1,polite
'should pmf(X) be the normalized frequency distribution of X? If yes do we have any function in Matlab to compute it?',0,0,0,1,0,0,0,0,0,0,1,1,1,polite
'Dont forget to test this case: `test.sh -a -b c d -c`. You dont want the c d to come out d c (but do you want -c -b c d -a or -c c d -b -a?).',0,0,2,0,0,0,0,0,0,0,0,1,1,polite
'How would you materialize the debug session?  There shall be some data initially and how are you going to feed the data?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'@Marko: Why do you think Swing will be deprecated? And how do you consider javafx to be a replacement?',0,0,2,1,3,0,0,0,0,0,1,1,1,polite
'You could have forgotten an include that defined a type forgotten a smicolon lots  of things. Can you paste the code 10 lines before and after the location that the error indicates?',0,0,2,1,2,0,0,0,0,0,1,1,1,polite
'There is something that is not clear to me. Do you want to stop the assembly execution for debugging purposes and inspect the code at an arbitrary location?',0,0,2,2,3,0,0,0,0,0,1,1,1,polite
'How exactly have you set its height?  Have you implemented heightForRowAtIndexPath?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'@wooble: I might need some help here whats your calculation ? I get something like 56.8 billion combinations ?',0,0,2,2,0,0,0,0,0,0,1,1,1,polite
'@user705414: What platform are you using? Linux/Unix/Windows?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'What does repair the sequence by replacing the repeated numbers mean? Can you provide an example of the finished product (showing intermediate steps)?',0,0,1,2,1,0,0,0,0,1,0,1,1,polite
'What do you mean by incrementally? Do you whant to add all permutations in a List or do you want a function that produce the next permutation from the given string ?',0,0,1,1,0,0,0,0,0,1,0,1,1,polite
'To clarify: Are you using the same connection object to perform all the queries in your application? What specific connection class are you using?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'Do you release the gameViewController later on?And are resetLevel and resetTheGame methods clean?',0,0,1,3,0,0,0,0,0,0,1,1,1,polite
'It depends on the hash function. What hash functions are you thinking of?',0,0,2,1,0,0,0,0,0,0,1,1,1,polite
'Correct the ranges are intended to be discontinuous. I think if ranges were continuous then it would really be just one range without any breaks/gaps correct?',0,0,1,1,3,0,0,0,0,0,1,1,1,polite
'What is the full exception?  Also the bits you commented out which actually iterate over the linq query what does that look like?',0,0,2,1,0,0,0,0,0,1,0,1,1,polite
'It could well be. Can you tell me how your were turning off CSS styles in IE7 please?',0,0,1,2,3,0,1,0,0,0,1,1,1,polite
'The classes are still not indented properly. Can you post the fixed code so people would see what trouble youre having?',0,0,1,2,3,0,0,0,0,0,1,1,1,polite
'This sounds familiar.  Was this discussed on SO within the past two months or was it on programmers.SE?',0,0,1,0,3,0,0,0,0,0,1,1,1,polite
'What sort of non-Oracle database ? Is it running on the same machine or over a network ?',0,0,1,1,0,0,0,0,0,1,0,1,1,polite
'Which platform are you using? Which perl version?',0,0,2,0,1,0,0,0,0,1,0,1,1,polite
'I edited my question. I know eval() evaluates a string as code but are my examples above correct?',0,0,0,2,0,0,0,0,0,0,1,1,1,polite
'Are you running the latest version of PhoneGap - i.e. clone from the github repository?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'@Derek Beattie I checked : ASP.NET and Silverlight are checked. Should I also check Enable Edit and Continue ?',0,0,0,0,1,0,0,0,0,0,1,1,1,polite
