@relation output

@attribute text string
@attribute @@class@@ {impolite,polite}

@data
'This has got nothing to do with any of the tags. Please can you retag appropriately if you want an answer?',impolite
'Solve for `x`? Is there a dividebyzero.com in the SO family of sites?',impolite
'Language? Framework?',impolite
'Not a trivial task for homework. Did you not get any advice from the teacher on how to proceed?',impolite
'Does it REALLY have to be IrfanView? Why not a free library like FreeImage or ImageMagick?',impolite
'Why do you want to fit ellipses? Isnt enough to find ellipses?',impolite
'invertHash I suppose. But honestly why does it matter what you name your own functions?',impolite
'@Pax: would you really call this a _basic_ question? Considering it depends on the alignment of the instruction bytes?',impolite
'color(node) = if is_even(depth(node)) then black else red ... is that really the question? Or is he asking whether an AVL tree can be colored such that it obeys all the properties of a red-black tree?',impolite
'What exactly want you to install the mysql server? Can you give the commands you entered + the output?',impolite
'hmm... wait a minute... hmm... what?!',impolite
'Why are you installing rubygems 1.3.7 and watir 1.6.5. Why dont you install a current version of rubygems and watir gems?',impolite
'Could you ask a specific question? What have you tried so far?',impolite
'Avinash: Below you rejected Levenshtein as slow.  So your idea of best must include performance too no?',impolite
'Why not just use the onmousedown event as a trigger for whatever youre attempting to do instead? (What are you trying to achieve?)',impolite
'I am pretty sure SendGrid has this type of import and throttling build into their service. Why are you *doing it yourself*?',impolite
'how much have you studied yet? Do you want specific questions?',impolite
'this is now the fourth question about the same addcube() function. perhaps there is a larger issue here that just indices?',impolite
'@IVIAD: Is Not My Vehicle Maybe his Yellow Mazda and Listen Sir... Aardvarks instill OBESITY! Am I right?',impolite
'Huh?! You really want to use browser-side JS to create a cookie receive it with server-side PHP and store in a cookie.jar file for use with PHPs curl library?',impolite
'You seem to have missed the whole point of templates there. Why create the text manually using concatentation and then rendering something that contains no template syntax rather than actually using a template file with proper template logic that can do all that for you?',impolite
'My god the code got all mangled. The insert code capability here is atrocious just mangles the code and leaves out tags... How do I fix this?',impolite
'Your formatting makes it seem like your perl script actually calls each line in tick marks. Is that the way youre running it or is it bad formatting?',impolite
'What is the purpose of knowing if they are using the computer or not? What happens if they are not?',impolite
'@shakti : thats not an issue . My question is why there is no output ?',impolite
'This does not look like Python... what exactly do you want? parse C++ code with a Python program?',impolite
'It makes a difference if they are sorted in ascending or descending order.  Which is it?',impolite
'So who exactly is going to *teach* this topic in the class? Shouldnt the teacher be able to show how it can be implemented?',impolite
'Im sure there is along with a million other clever optimizations. But I really doubt theyre caching the *results* of my search so Im still curious - what algorithm are they using to actually obtain the result list?',impolite
'@aaa: what would be a general way? I mean how general it can get?',impolite
